id,label,gender,age,mask,path
002623,4,1,1,0,../input/data/train/images/000829_female_Asian_55/mask2.jpg
002624,4,1,1,0,../input/data/train/images/000829_female_Asian_55/mask5.jpg
002625,4,1,1,0,../input/data/train/images/000830_female_Asian_55/mask4.jpg
002626,16,1,1,2,../input/data/train/images/000830_female_Asian_55/normal.jpg
002627,10,1,1,1,../input/data/train/images/000830_female_Asian_55/incorrect_mask.jpg
002628,4,1,1,0,../input/data/train/images/000830_female_Asian_55/mask3.jpg
002629,4,1,1,0,../input/data/train/images/000830_female_Asian_55/mask1.jpg
002630,4,1,1,0,../input/data/train/images/000830_female_Asian_55/mask2.jpg
002631,4,1,1,0,../input/data/train/images/000830_female_Asian_55/mask5.jpg
002632,4,1,1,0,../input/data/train/images/000831_female_Asian_55/mask4.jpg
002633,16,1,1,2,../input/data/train/images/000831_female_Asian_55/normal.jpg
002634,10,1,1,1,../input/data/train/images/000831_female_Asian_55/incorrect_mask.jpg
002635,4,1,1,0,../input/data/train/images/000831_female_Asian_55/mask3.jpg
002636,4,1,1,0,../input/data/train/images/000831_female_Asian_55/mask1.jpg
002637,4,1,1,0,../input/data/train/images/000831_female_Asian_55/mask2.jpg
002638,4,1,1,0,../input/data/train/images/000831_female_Asian_55/mask5.jpg
002639,4,1,1,0,../input/data/train/images/000900_female_Asian_48/mask4.jpg
002640,16,1,1,2,../input/data/train/images/000900_female_Asian_48/normal.jpg
002641,10,1,1,1,../input/data/train/images/000900_female_Asian_48/incorrect_mask.jpg
002642,4,1,1,0,../input/data/train/images/000900_female_Asian_48/mask3.jpg
002643,4,1,1,0,../input/data/train/images/000900_female_Asian_48/mask1.jpg
002644,4,1,1,0,../input/data/train/images/000900_female_Asian_48/mask2.jpg
002645,4,1,1,0,../input/data/train/images/000900_female_Asian_48/mask5.jpg
002646,4,1,1,0,../input/data/train/images/000901_female_Asian_49/mask4.jpg
002647,16,1,1,2,../input/data/train/images/000901_female_Asian_49/normal.jpg
002648,10,1,1,1,../input/data/train/images/000901_female_Asian_49/incorrect_mask.jpg
002649,4,1,1,0,../input/data/train/images/000901_female_Asian_49/mask3.jpg
002650,4,1,1,0,../input/data/train/images/000901_female_Asian_49/mask1.jpg
002651,4,1,1,0,../input/data/train/images/000901_female_Asian_49/mask2.jpg
002652,4,1,1,0,../input/data/train/images/000901_female_Asian_49/mask5.jpg
002653,4,1,1,0,../input/data/train/images/001002_female_Asian_42/mask4.jpg
002654,16,1,1,2,../input/data/train/images/001002_female_Asian_42/normal.jpg
002655,10,1,1,1,../input/data/train/images/001002_female_Asian_42/incorrect_mask.jpg
002656,4,1,1,0,../input/data/train/images/001002_female_Asian_42/mask3.jpg
002657,4,1,1,0,../input/data/train/images/001002_female_Asian_42/mask1.jpg
002658,4,1,1,0,../input/data/train/images/001002_female_Asian_42/mask2.jpg
002659,4,1,1,0,../input/data/train/images/001002_female_Asian_42/mask5.jpg
002660,0,0,0,0,../input/data/train/images/001003_male_Asian_24/mask4.jpg
002661,12,0,0,2,../input/data/train/images/001003_male_Asian_24/normal.jpg
002662,6,0,0,1,../input/data/train/images/001003_male_Asian_24/incorrect_mask.jpg
002663,0,0,0,0,../input/data/train/images/001003_male_Asian_24/mask3.jpg
002664,0,0,0,0,../input/data/train/images/001003_male_Asian_24/mask1.jpg
002665,0,0,0,0,../input/data/train/images/001003_male_Asian_24/mask2.jpg
002666,0,0,0,0,../input/data/train/images/001003_male_Asian_24/mask5.jpg
002667,3,1,0,0,../input/data/train/images/001004_female_Asian_23/mask4.jpg
002668,15,1,0,2,../input/data/train/images/001004_female_Asian_23/normal.jpg
002669,9,1,0,1,../input/data/train/images/001004_female_Asian_23/incorrect_mask.jpg
002670,3,1,0,0,../input/data/train/images/001004_female_Asian_23/mask3.jpg
002671,3,1,0,0,../input/data/train/images/001004_female_Asian_23/mask1.jpg
002672,3,1,0,0,../input/data/train/images/001004_female_Asian_23/mask2.jpg
002673,3,1,0,0,../input/data/train/images/001004_female_Asian_23/mask5.jpg
002674,0,0,0,0,../input/data/train/images/001005_male_Asian_24/mask4.jpg
002675,12,0,0,2,../input/data/train/images/001005_male_Asian_24/normal.jpg
002676,6,0,0,1,../input/data/train/images/001005_male_Asian_24/incorrect_mask.jpg
002677,0,0,0,0,../input/data/train/images/001005_male_Asian_24/mask3.jpg
002678,0,0,0,0,../input/data/train/images/001005_male_Asian_24/mask1.jpg
002679,0,0,0,0,../input/data/train/images/001005_male_Asian_24/mask2.jpg
002680,0,0,0,0,../input/data/train/images/001005_male_Asian_24/mask5.jpg
002681,3,1,0,0,../input/data/train/images/001006_female_Asian_19/mask4.jpg
002682,15,1,0,2,../input/data/train/images/001006_female_Asian_19/normal.jpg
002683,9,1,0,1,../input/data/train/images/001006_female_Asian_19/incorrect_mask.jpg
002684,3,1,0,0,../input/data/train/images/001006_female_Asian_19/mask3.jpg
002685,3,1,0,0,../input/data/train/images/001006_female_Asian_19/mask1.jpg
002686,3,1,0,0,../input/data/train/images/001006_female_Asian_19/mask2.jpg
002687,3,1,0,0,../input/data/train/images/001006_female_Asian_19/mask5.jpg
002688,4,1,1,0,../input/data/train/images/001008_female_Asian_58/mask4.jpg
002689,16,1,1,2,../input/data/train/images/001008_female_Asian_58/normal.jpg
002690,10,1,1,1,../input/data/train/images/001008_female_Asian_58/incorrect_mask.jpg
002691,4,1,1,0,../input/data/train/images/001008_female_Asian_58/mask3.jpg
002692,4,1,1,0,../input/data/train/images/001008_female_Asian_58/mask1.jpg
002693,4,1,1,0,../input/data/train/images/001008_female_Asian_58/mask2.jpg
002694,4,1,1,0,../input/data/train/images/001008_female_Asian_58/mask5.jpg
002695,4,1,1,0,../input/data/train/images/001009_female_Asian_40/mask4.jpg
002696,16,1,1,2,../input/data/train/images/001009_female_Asian_40/normal.jpg
002697,10,1,1,1,../input/data/train/images/001009_female_Asian_40/incorrect_mask.jpg
002698,4,1,1,0,../input/data/train/images/001009_female_Asian_40/mask3.jpg
002699,4,1,1,0,../input/data/train/images/001009_female_Asian_40/mask1.jpg
002700,4,1,1,0,../input/data/train/images/001009_female_Asian_40/mask2.jpg
002701,4,1,1,0,../input/data/train/images/001009_female_Asian_40/mask5.jpg
002702,1,0,1,0,../input/data/train/images/001010_male_Asian_59/mask4.jpg
002703,13,0,1,2,../input/data/train/images/001010_male_Asian_59/normal.jpg
002704,7,0,1,1,../input/data/train/images/001010_male_Asian_59/incorrect_mask.jpg
002705,1,0,1,0,../input/data/train/images/001010_male_Asian_59/mask3.jpg
002706,1,0,1,0,../input/data/train/images/001010_male_Asian_59/mask1.jpg
002707,1,0,1,0,../input/data/train/images/001010_male_Asian_59/mask2.jpg
002708,1,0,1,0,../input/data/train/images/001010_male_Asian_59/mask5.jpg
002709,1,0,1,0,../input/data/train/images/001011_male_Asian_30/mask4.jpg
002710,13,0,1,2,../input/data/train/images/001011_male_Asian_30/normal.jpg
002711,7,0,1,1,../input/data/train/images/001011_male_Asian_30/incorrect_mask.jpg
002712,1,0,1,0,../input/data/train/images/001011_male_Asian_30/mask3.jpg
002713,1,0,1,0,../input/data/train/images/001011_male_Asian_30/mask1.jpg
002714,1,0,1,0,../input/data/train/images/001011_male_Asian_30/mask2.jpg
002715,1,0,1,0,../input/data/train/images/001011_male_Asian_30/mask5.jpg
002716,3,1,0,0,../input/data/train/images/001012_female_Asian_18/mask4.jpg
002717,15,1,0,2,../input/data/train/images/001012_female_Asian_18/normal.jpg
002718,9,1,0,1,../input/data/train/images/001012_female_Asian_18/incorrect_mask.jpg
002719,3,1,0,0,../input/data/train/images/001012_female_Asian_18/mask3.jpg
002720,3,1,0,0,../input/data/train/images/001012_female_Asian_18/mask1.jpg
002721,3,1,0,0,../input/data/train/images/001012_female_Asian_18/mask2.jpg
002722,3,1,0,0,../input/data/train/images/001012_female_Asian_18/mask5.jpg
002723,3,1,0,0,../input/data/train/images/001013_female_Asian_25/mask4.jpg
002724,15,1,0,2,../input/data/train/images/001013_female_Asian_25/normal.jpg
002725,9,1,0,1,../input/data/train/images/001013_female_Asian_25/incorrect_mask.jpg
002726,3,1,0,0,../input/data/train/images/001013_female_Asian_25/mask3.jpg
002727,3,1,0,0,../input/data/train/images/001013_female_Asian_25/mask1.jpg
002728,3,1,0,0,../input/data/train/images/001013_female_Asian_25/mask2.jpg
002729,3,1,0,0,../input/data/train/images/001013_female_Asian_25/mask5.jpg
002730,0,0,0,0,../input/data/train/images/001014_male_Asian_19/mask4.jpg
002731,12,0,0,2,../input/data/train/images/001014_male_Asian_19/normal.jpg
002732,6,0,0,1,../input/data/train/images/001014_male_Asian_19/incorrect_mask.jpg
002733,0,0,0,0,../input/data/train/images/001014_male_Asian_19/mask3.jpg
002734,0,0,0,0,../input/data/train/images/001014_male_Asian_19/mask1.jpg
002735,0,0,0,0,../input/data/train/images/001014_male_Asian_19/mask2.jpg
002736,0,0,0,0,../input/data/train/images/001014_male_Asian_19/mask5.jpg
002737,3,1,0,0,../input/data/train/images/001015_female_Asian_22/mask4.jpg
002738,15,1,0,2,../input/data/train/images/001015_female_Asian_22/normal.jpg
002739,9,1,0,1,../input/data/train/images/001015_female_Asian_22/incorrect_mask.jpg
002740,3,1,0,0,../input/data/train/images/001015_female_Asian_22/mask3.jpg
002741,3,1,0,0,../input/data/train/images/001015_female_Asian_22/mask1.jpg
002742,3,1,0,0,../input/data/train/images/001015_female_Asian_22/mask2.jpg
002743,3,1,0,0,../input/data/train/images/001015_female_Asian_22/mask5.jpg
002744,0,0,0,0,../input/data/train/images/001016_male_Asian_26/mask4.jpg
002745,12,0,0,2,../input/data/train/images/001016_male_Asian_26/normal.jpg
002746,6,0,0,1,../input/data/train/images/001016_male_Asian_26/incorrect_mask.jpg
002747,0,0,0,0,../input/data/train/images/001016_male_Asian_26/mask3.jpg
002748,0,0,0,0,../input/data/train/images/001016_male_Asian_26/mask1.jpg
002749,0,0,0,0,../input/data/train/images/001016_male_Asian_26/mask2.jpg
002750,0,0,0,0,../input/data/train/images/001016_male_Asian_26/mask5.jpg
002751,0,0,0,0,../input/data/train/images/001017_male_Asian_24/mask4.jpg
002752,12,0,0,2,../input/data/train/images/001017_male_Asian_24/normal.jpg
002753,6,0,0,1,../input/data/train/images/001017_male_Asian_24/incorrect_mask.jpg
002754,0,0,0,0,../input/data/train/images/001017_male_Asian_24/mask3.jpg
002755,0,0,0,0,../input/data/train/images/001017_male_Asian_24/mask1.jpg
002756,0,0,0,0,../input/data/train/images/001017_male_Asian_24/mask2.jpg
002757,0,0,0,0,../input/data/train/images/001017_male_Asian_24/mask5.jpg
002758,3,1,0,0,../input/data/train/images/001018_female_Asian_25/mask4.jpg
002759,15,1,0,2,../input/data/train/images/001018_female_Asian_25/normal.jpg
002760,9,1,0,1,../input/data/train/images/001018_female_Asian_25/incorrect_mask.jpg
002761,3,1,0,0,../input/data/train/images/001018_female_Asian_25/mask3.jpg
002762,3,1,0,0,../input/data/train/images/001018_female_Asian_25/mask1.jpg
002763,3,1,0,0,../input/data/train/images/001018_female_Asian_25/mask2.jpg
002764,3,1,0,0,../input/data/train/images/001018_female_Asian_25/mask5.jpg
002765,0,0,0,0,../input/data/train/images/001019_male_Asian_29/mask4.jpg
002766,12,0,0,2,../input/data/train/images/001019_male_Asian_29/normal.jpg
002767,6,0,0,1,../input/data/train/images/001019_male_Asian_29/incorrect_mask.jpg
002768,0,0,0,0,../input/data/train/images/001019_male_Asian_29/mask3.jpg
002769,0,0,0,0,../input/data/train/images/001019_male_Asian_29/mask1.jpg
002770,0,0,0,0,../input/data/train/images/001019_male_Asian_29/mask2.jpg
002771,0,0,0,0,../input/data/train/images/001019_male_Asian_29/mask5.jpg
002772,4,1,1,0,../input/data/train/images/001021_female_Asian_58/mask4.jpg
002773,16,1,1,2,../input/data/train/images/001021_female_Asian_58/normal.jpg
002774,10,1,1,1,../input/data/train/images/001021_female_Asian_58/incorrect_mask.jpg
002775,4,1,1,0,../input/data/train/images/001021_female_Asian_58/mask3.jpg
002776,4,1,1,0,../input/data/train/images/001021_female_Asian_58/mask1.jpg
002777,4,1,1,0,../input/data/train/images/001021_female_Asian_58/mask2.jpg
002778,4,1,1,0,../input/data/train/images/001021_female_Asian_58/mask5.jpg
002779,0,0,0,0,../input/data/train/images/001022_male_Asian_21/mask4.jpg
002780,12,0,0,2,../input/data/train/images/001022_male_Asian_21/normal.jpg
002781,6,0,0,1,../input/data/train/images/001022_male_Asian_21/incorrect_mask.jpg
002782,0,0,0,0,../input/data/train/images/001022_male_Asian_21/mask3.jpg
002783,0,0,0,0,../input/data/train/images/001022_male_Asian_21/mask1.jpg
002784,0,0,0,0,../input/data/train/images/001022_male_Asian_21/mask2.jpg
002785,0,0,0,0,../input/data/train/images/001022_male_Asian_21/mask5.jpg
002786,0,0,0,0,../input/data/train/images/001023_male_Asian_19/mask4.jpg
002787,12,0,0,2,../input/data/train/images/001023_male_Asian_19/normal.jpg
002788,6,0,0,1,../input/data/train/images/001023_male_Asian_19/incorrect_mask.jpg
002789,0,0,0,0,../input/data/train/images/001023_male_Asian_19/mask3.jpg
002790,0,0,0,0,../input/data/train/images/001023_male_Asian_19/mask1.jpg
002791,0,0,0,0,../input/data/train/images/001023_male_Asian_19/mask2.jpg
002792,0,0,0,0,../input/data/train/images/001023_male_Asian_19/mask5.jpg
002793,1,0,1,0,../input/data/train/images/001024_male_Asian_58/mask4.jpg
002794,13,0,1,2,../input/data/train/images/001024_male_Asian_58/normal.jpg
002795,7,0,1,1,../input/data/train/images/001024_male_Asian_58/incorrect_mask.jpg
002796,1,0,1,0,../input/data/train/images/001024_male_Asian_58/mask3.jpg
002797,1,0,1,0,../input/data/train/images/001024_male_Asian_58/mask1.jpg
002798,1,0,1,0,../input/data/train/images/001024_male_Asian_58/mask2.jpg
002799,1,0,1,0,../input/data/train/images/001024_male_Asian_58/mask5.jpg
002800,3,1,0,0,../input/data/train/images/001024-1_female_Asian_24/mask4.jpg
002801,15,1,0,2,../input/data/train/images/001024-1_female_Asian_24/normal.jpg
002802,9,1,0,1,../input/data/train/images/001024-1_female_Asian_24/incorrect_mask.jpg
002803,3,1,0,0,../input/data/train/images/001024-1_female_Asian_24/mask3.jpg
002804,3,1,0,0,../input/data/train/images/001024-1_female_Asian_24/mask1.jpg
002805,3,1,0,0,../input/data/train/images/001024-1_female_Asian_24/mask2.jpg
002806,3,1,0,0,../input/data/train/images/001024-1_female_Asian_24/mask5.jpg
002807,0,0,0,0,../input/data/train/images/001025_male_Asian_19/mask4.jpg
002808,12,0,0,2,../input/data/train/images/001025_male_Asian_19/normal.jpg
002809,6,0,0,1,../input/data/train/images/001025_male_Asian_19/incorrect_mask.jpg
002810,0,0,0,0,../input/data/train/images/001025_male_Asian_19/mask3.jpg
002811,0,0,0,0,../input/data/train/images/001025_male_Asian_19/mask1.jpg
002812,0,0,0,0,../input/data/train/images/001025_male_Asian_19/mask2.jpg
002813,0,0,0,0,../input/data/train/images/001025_male_Asian_19/mask5.jpg
002814,1,0,1,0,../input/data/train/images/001026_male_Asian_57/mask4.jpg
002815,13,0,1,2,../input/data/train/images/001026_male_Asian_57/normal.jpg
002816,7,0,1,1,../input/data/train/images/001026_male_Asian_57/incorrect_mask.jpg
002817,1,0,1,0,../input/data/train/images/001026_male_Asian_57/mask3.jpg
002818,1,0,1,0,../input/data/train/images/001026_male_Asian_57/mask1.jpg
002819,1,0,1,0,../input/data/train/images/001026_male_Asian_57/mask2.jpg
002820,1,0,1,0,../input/data/train/images/001026_male_Asian_57/mask5.jpg
002821,0,0,0,0,../input/data/train/images/001026-1_male_Asian_25/mask4.jpg
002822,12,0,0,2,../input/data/train/images/001026-1_male_Asian_25/normal.jpg
002823,6,0,0,1,../input/data/train/images/001026-1_male_Asian_25/incorrect_mask.jpg
002824,0,0,0,0,../input/data/train/images/001026-1_male_Asian_25/mask3.jpg
002825,0,0,0,0,../input/data/train/images/001026-1_male_Asian_25/mask1.jpg
002826,0,0,0,0,../input/data/train/images/001026-1_male_Asian_25/mask2.jpg
002827,0,0,0,0,../input/data/train/images/001026-1_male_Asian_25/mask5.jpg
002828,1,0,1,0,../input/data/train/images/001027_male_Asian_55/mask4.jpg
002829,13,0,1,2,../input/data/train/images/001027_male_Asian_55/normal.jpg
002830,7,0,1,1,../input/data/train/images/001027_male_Asian_55/incorrect_mask.jpg
002831,1,0,1,0,../input/data/train/images/001027_male_Asian_55/mask3.jpg
002832,1,0,1,0,../input/data/train/images/001027_male_Asian_55/mask1.jpg
002833,1,0,1,0,../input/data/train/images/001027_male_Asian_55/mask2.jpg
002834,1,0,1,0,../input/data/train/images/001027_male_Asian_55/mask5.jpg
002835,3,1,0,0,../input/data/train/images/001028_female_Asian_25/mask4.jpg
002836,15,1,0,2,../input/data/train/images/001028_female_Asian_25/normal.jpg
002837,9,1,0,1,../input/data/train/images/001028_female_Asian_25/incorrect_mask.jpg
002838,3,1,0,0,../input/data/train/images/001028_female_Asian_25/mask3.jpg
002839,3,1,0,0,../input/data/train/images/001028_female_Asian_25/mask1.jpg
002840,3,1,0,0,../input/data/train/images/001028_female_Asian_25/mask2.jpg
002841,3,1,0,0,../input/data/train/images/001028_female_Asian_25/mask5.jpg
002842,1,0,1,0,../input/data/train/images/001029_male_Asian_59/mask4.jpg
002843,13,0,1,2,../input/data/train/images/001029_male_Asian_59/normal.jpg
002844,7,0,1,1,../input/data/train/images/001029_male_Asian_59/incorrect_mask.jpg
002845,1,0,1,0,../input/data/train/images/001029_male_Asian_59/mask3.jpg
002846,1,0,1,0,../input/data/train/images/001029_male_Asian_59/mask1.jpg
002847,1,0,1,0,../input/data/train/images/001029_male_Asian_59/mask2.jpg
002848,1,0,1,0,../input/data/train/images/001029_male_Asian_59/mask5.jpg
002849,3,1,0,0,../input/data/train/images/001029-1_female_Asian_23/mask4.jpg
002850,15,1,0,2,../input/data/train/images/001029-1_female_Asian_23/normal.jpg
002851,9,1,0,1,../input/data/train/images/001029-1_female_Asian_23/incorrect_mask.jpg
002852,3,1,0,0,../input/data/train/images/001029-1_female_Asian_23/mask3.jpg
002853,3,1,0,0,../input/data/train/images/001029-1_female_Asian_23/mask1.jpg
002854,3,1,0,0,../input/data/train/images/001029-1_female_Asian_23/mask2.jpg
002855,3,1,0,0,../input/data/train/images/001029-1_female_Asian_23/mask5.jpg
002856,0,0,0,0,../input/data/train/images/001030_male_Asian_26/mask4.jpg
002857,12,0,0,2,../input/data/train/images/001030_male_Asian_26/normal.jpg
002858,6,0,0,1,../input/data/train/images/001030_male_Asian_26/incorrect_mask.jpg
002859,0,0,0,0,../input/data/train/images/001030_male_Asian_26/mask3.jpg
002860,0,0,0,0,../input/data/train/images/001030_male_Asian_26/mask1.jpg
002861,0,0,0,0,../input/data/train/images/001030_male_Asian_26/mask2.jpg
002862,0,0,0,0,../input/data/train/images/001030_male_Asian_26/mask5.jpg
002863,4,1,1,0,../input/data/train/images/001031_female_Asian_45/mask4.jpg
002864,16,1,1,2,../input/data/train/images/001031_female_Asian_45/normal.jpg
002865,10,1,1,1,../input/data/train/images/001031_female_Asian_45/incorrect_mask.jpg
002866,4,1,1,0,../input/data/train/images/001031_female_Asian_45/mask3.jpg
002867,4,1,1,0,../input/data/train/images/001031_female_Asian_45/mask1.jpg
002868,4,1,1,0,../input/data/train/images/001031_female_Asian_45/mask2.jpg
002869,4,1,1,0,../input/data/train/images/001031_female_Asian_45/mask5.jpg
002870,3,1,0,0,../input/data/train/images/001032_female_Asian_25/mask4.jpg
002871,15,1,0,2,../input/data/train/images/001032_female_Asian_25/normal.jpg
002872,9,1,0,1,../input/data/train/images/001032_female_Asian_25/incorrect_mask.jpg
002873,3,1,0,0,../input/data/train/images/001032_female_Asian_25/mask3.jpg
002874,3,1,0,0,../input/data/train/images/001032_female_Asian_25/mask1.jpg
002875,3,1,0,0,../input/data/train/images/001032_female_Asian_25/mask2.jpg
002876,3,1,0,0,../input/data/train/images/001032_female_Asian_25/mask5.jpg
002877,3,1,0,0,../input/data/train/images/001033_female_Asian_19/mask4.jpg
002878,15,1,0,2,../input/data/train/images/001033_female_Asian_19/normal.jpg
002879,9,1,0,1,../input/data/train/images/001033_female_Asian_19/incorrect_mask.jpg
002880,3,1,0,0,../input/data/train/images/001033_female_Asian_19/mask3.jpg
002881,3,1,0,0,../input/data/train/images/001033_female_Asian_19/mask1.jpg
002882,3,1,0,0,../input/data/train/images/001033_female_Asian_19/mask2.jpg
002883,3,1,0,0,../input/data/train/images/001033_female_Asian_19/mask5.jpg
002884,0,0,0,0,../input/data/train/images/001034_male_Asian_27/mask4.jpg
002885,12,0,0,2,../input/data/train/images/001034_male_Asian_27/normal.jpg
002886,6,0,0,1,../input/data/train/images/001034_male_Asian_27/incorrect_mask.jpg
002887,0,0,0,0,../input/data/train/images/001034_male_Asian_27/mask3.jpg
002888,0,0,0,0,../input/data/train/images/001034_male_Asian_27/mask1.jpg
002889,0,0,0,0,../input/data/train/images/001034_male_Asian_27/mask2.jpg
002890,0,0,0,0,../input/data/train/images/001034_male_Asian_27/mask5.jpg
002891,3,1,0,0,../input/data/train/images/001035_female_Asian_25/mask4.jpg
002892,15,1,0,2,../input/data/train/images/001035_female_Asian_25/normal.jpg
002893,9,1,0,1,../input/data/train/images/001035_female_Asian_25/incorrect_mask.jpg
002894,3,1,0,0,../input/data/train/images/001035_female_Asian_25/mask3.jpg
002895,3,1,0,0,../input/data/train/images/001035_female_Asian_25/mask1.jpg
002896,3,1,0,0,../input/data/train/images/001035_female_Asian_25/mask2.jpg
002897,3,1,0,0,../input/data/train/images/001035_female_Asian_25/mask5.jpg
002898,3,1,0,0,../input/data/train/images/001036_female_Asian_25/mask4.jpg
002899,15,1,0,2,../input/data/train/images/001036_female_Asian_25/normal.jpg
002900,9,1,0,1,../input/data/train/images/001036_female_Asian_25/incorrect_mask.jpg
002901,3,1,0,0,../input/data/train/images/001036_female_Asian_25/mask3.jpg
002902,3,1,0,0,../input/data/train/images/001036_female_Asian_25/mask1.jpg
002903,3,1,0,0,../input/data/train/images/001036_female_Asian_25/mask2.jpg
002904,3,1,0,0,../input/data/train/images/001036_female_Asian_25/mask5.jpg
002905,0,0,0,0,../input/data/train/images/001037_male_Asian_18/mask4.jpg
002906,12,0,0,2,../input/data/train/images/001037_male_Asian_18/normal.jpg
002907,6,0,0,1,../input/data/train/images/001037_male_Asian_18/incorrect_mask.jpg
002908,0,0,0,0,../input/data/train/images/001037_male_Asian_18/mask3.jpg
002909,0,0,0,0,../input/data/train/images/001037_male_Asian_18/mask1.jpg
002910,0,0,0,0,../input/data/train/images/001037_male_Asian_18/mask2.jpg
002911,0,0,0,0,../input/data/train/images/001037_male_Asian_18/mask5.jpg
002912,2,0,2,0,../input/data/train/images/001038_male_Asian_60/mask4.jpg
002913,14,0,2,2,../input/data/train/images/001038_male_Asian_60/normal.jpg
002914,8,0,2,1,../input/data/train/images/001038_male_Asian_60/incorrect_mask.jpg
002915,2,0,2,0,../input/data/train/images/001038_male_Asian_60/mask3.jpg
002916,2,0,2,0,../input/data/train/images/001038_male_Asian_60/mask1.jpg
002917,2,0,2,0,../input/data/train/images/001038_male_Asian_60/mask2.jpg
002918,2,0,2,0,../input/data/train/images/001038_male_Asian_60/mask5.jpg
002919,0,0,0,0,../input/data/train/images/001038-1_male_Asian_20/mask4.jpg
002920,12,0,0,2,../input/data/train/images/001038-1_male_Asian_20/normal.jpg
002921,6,0,0,1,../input/data/train/images/001038-1_male_Asian_20/incorrect_mask.jpg
002922,0,0,0,0,../input/data/train/images/001038-1_male_Asian_20/mask3.jpg
002923,0,0,0,0,../input/data/train/images/001038-1_male_Asian_20/mask1.jpg
002924,0,0,0,0,../input/data/train/images/001038-1_male_Asian_20/mask2.jpg
002925,0,0,0,0,../input/data/train/images/001038-1_male_Asian_20/mask5.jpg
002926,3,1,0,0,../input/data/train/images/001039_female_Asian_25/mask4.jpg
002927,15,1,0,2,../input/data/train/images/001039_female_Asian_25/normal.jpg
002928,9,1,0,1,../input/data/train/images/001039_female_Asian_25/incorrect_mask.jpg
002929,3,1,0,0,../input/data/train/images/001039_female_Asian_25/mask3.jpg
002930,3,1,0,0,../input/data/train/images/001039_female_Asian_25/mask1.jpg
002931,3,1,0,0,../input/data/train/images/001039_female_Asian_25/mask2.jpg
002932,3,1,0,0,../input/data/train/images/001039_female_Asian_25/mask5.jpg
002933,1,0,1,0,../input/data/train/images/001040_male_Asian_30/mask4.jpg
002934,13,0,1,2,../input/data/train/images/001040_male_Asian_30/normal.jpg
002935,7,0,1,1,../input/data/train/images/001040_male_Asian_30/incorrect_mask.jpg
002936,1,0,1,0,../input/data/train/images/001040_male_Asian_30/mask3.jpg
002937,1,0,1,0,../input/data/train/images/001040_male_Asian_30/mask1.jpg
002938,1,0,1,0,../input/data/train/images/001040_male_Asian_30/mask2.jpg
002939,1,0,1,0,../input/data/train/images/001040_male_Asian_30/mask5.jpg
002940,3,1,0,0,../input/data/train/images/001041_female_Asian_25/mask4.jpg
002941,15,1,0,2,../input/data/train/images/001041_female_Asian_25/normal.jpg
002942,9,1,0,1,../input/data/train/images/001041_female_Asian_25/incorrect_mask.jpg
002943,3,1,0,0,../input/data/train/images/001041_female_Asian_25/mask3.jpg
002944,3,1,0,0,../input/data/train/images/001041_female_Asian_25/mask1.jpg
002945,3,1,0,0,../input/data/train/images/001041_female_Asian_25/mask2.jpg
002946,3,1,0,0,../input/data/train/images/001041_female_Asian_25/mask5.jpg
002947,0,0,0,0,../input/data/train/images/001042_male_Asian_19/mask4.jpg
002948,12,0,0,2,../input/data/train/images/001042_male_Asian_19/normal.jpg
002949,6,0,0,1,../input/data/train/images/001042_male_Asian_19/incorrect_mask.jpg
002950,0,0,0,0,../input/data/train/images/001042_male_Asian_19/mask3.jpg
002951,0,0,0,0,../input/data/train/images/001042_male_Asian_19/mask1.jpg
002952,0,0,0,0,../input/data/train/images/001042_male_Asian_19/mask2.jpg
002953,0,0,0,0,../input/data/train/images/001042_male_Asian_19/mask5.jpg
002954,2,0,2,0,../input/data/train/images/001043_male_Asian_60/mask4.jpg
002955,14,0,2,2,../input/data/train/images/001043_male_Asian_60/normal.jpg
002956,8,0,2,1,../input/data/train/images/001043_male_Asian_60/incorrect_mask.jpg
002957,2,0,2,0,../input/data/train/images/001043_male_Asian_60/mask3.jpg
002958,2,0,2,0,../input/data/train/images/001043_male_Asian_60/mask1.jpg
002959,2,0,2,0,../input/data/train/images/001043_male_Asian_60/mask2.jpg
002960,2,0,2,0,../input/data/train/images/001043_male_Asian_60/mask5.jpg
002961,0,0,0,0,../input/data/train/images/001043-1_male_Asian_23/mask4.jpg
002962,12,0,0,2,../input/data/train/images/001043-1_male_Asian_23/normal.jpg
002963,6,0,0,1,../input/data/train/images/001043-1_male_Asian_23/incorrect_mask.jpg
002964,0,0,0,0,../input/data/train/images/001043-1_male_Asian_23/mask3.jpg
002965,0,0,0,0,../input/data/train/images/001043-1_male_Asian_23/mask1.jpg
002966,0,0,0,0,../input/data/train/images/001043-1_male_Asian_23/mask2.jpg
002967,0,0,0,0,../input/data/train/images/001043-1_male_Asian_23/mask5.jpg
002968,3,1,0,0,../input/data/train/images/001044_female_Asian_25/mask4.jpg
002969,15,1,0,2,../input/data/train/images/001044_female_Asian_25/normal.jpg
002970,9,1,0,1,../input/data/train/images/001044_female_Asian_25/incorrect_mask.jpg
002971,3,1,0,0,../input/data/train/images/001044_female_Asian_25/mask3.jpg
002972,3,1,0,0,../input/data/train/images/001044_female_Asian_25/mask1.jpg
002973,3,1,0,0,../input/data/train/images/001044_female_Asian_25/mask2.jpg
002974,3,1,0,0,../input/data/train/images/001044_female_Asian_25/mask5.jpg
